break_id,account_id,break_text
BRK3411c501,B003129,FX mismatch between custodian and OMS for QQQ on 2025-09-05; expected 619 got 352.
BRKa7faff2e,B004025,Duplicate booking suspected for AMAT; two fills with same timestamp.
BRK88837935,B003357,Price variance over tolerance for NVDA; OMS 339.87 vs custodian 339.91.
BRKee3ce12e,B004235,"Settlement fail on MSFT; reason: SSI rejected, requires updated BIC/SWIFT."
BRK49549c09,B003536,FX mismatch between custodian and OMS for TLT on 2025-05-22; expected 322 got 505.
BRKfbd7aa47,B003192,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK26019752,B003536,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK774500f7,B003168,Duplicate booking suspected for SHOP; two fills with same timestamp.
BRKd8bc1f37,B003848,Corporate action cash dividend missing for TXN; record date 2025-05-12.
BRK15d49592,B003478,"Trade not affirmed by counterparty; venue LSE, orderId 98961a56, partial fill discrepancy."
BRK9bed639f,B004421,Duplicate booking suspected for NVDA; two fills with same timestamp.
BRKf0d8af65,B004169,Corporate action cash dividend missing for GOOGL; record date 2025-08-24.
BRKe55aeced,B004181,FX mismatch between custodian and OMS for LLY on 2025-08-11; expected 805 got 534.
BRK4f2e975a,B003685,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK6c57c1d9,B003788,"Settlement fail on MSFT; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9d9f9fe2,B003068,"Settlement fail on DIS; reason: SSI rejected, requires updated BIC/SWIFT."
BRK102ef3a4,B003546,"Settlement fail on BP; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf8af2f1e,B003989,"Settlement fail on QQQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRK60135ec9,B003964,Corporate action cash dividend missing for EFA; record date 2025-08-09.
BRKb38e02ff,B003861,Price variance over tolerance for AVGO; OMS 387.2 vs custodian 378.11.
BRK664793bd,B003033,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKb92261e3,B003882,Duplicate booking suspected for DIS; two fills with same timestamp.
BRKfa64f25c,B003793,Instrument mapping issue: ISIN/SEDOL mismatch for T; refer static data.
BRK98db3748,B004426,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK24c7cf2d,B004305,Price variance over tolerance for PEP; OMS 221.37 vs custodian 224.7.
BRK747f2bca,B003241,FX mismatch between custodian and OMS for EFA on 2025-05-15; expected 278 got 668.
BRK70d91130,B003865,"Trade not affirmed by counterparty; venue EUREX, orderId c164848a, partial fill discrepancy."
BRK353818bc,B004398,FX mismatch between custodian and OMS for GLD on 2025-05-18; expected 426 got 405.
BRKcd0a1b79,B003382,"Trade not affirmed by counterparty; venue NASDAQ, orderId 13761a43, partial fill discrepancy."
BRKfe3cc222,B004183,FX mismatch between custodian and OMS for SHEL on 2025-03-19; expected 495 got 201.
BRK7c2b60cb,B004190,"Trade not affirmed by counterparty; venue BATS, orderId 46799e6a, partial fill discrepancy."
BRK19f1c612,B003327,Corporate action cash dividend missing for VZ; record date 2025-08-09.
BRK061a16ce,B003417,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK04a86e09,B004093,Price variance over tolerance for CRM; OMS 135.04 vs custodian 134.03.
BRKedeab9cb,B003597,"Settlement fail on MA; reason: SSI rejected, requires updated BIC/SWIFT."
BRKd7b6d493,B004096,"Settlement fail on TLT; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf1bdbbd3,B003669,FX mismatch between custodian and OMS for KO on 2025-03-17; expected 125 got 294.
BRK1370b681,B004158,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK35de3002,B003367,Duplicate booking suspected for META; two fills with same timestamp.
BRK00aa643a,B003388,Price variance over tolerance for AAPL; OMS 172.33 vs custodian 172.69.
BRK8b4715e0,B003556,Price variance over tolerance for XOM; OMS 229.41 vs custodian 227.18.
BRK935cd502,B003111,"Trade not affirmed by counterparty; venue BATS, orderId 7beeb074, partial fill discrepancy."
BRK02e1b6c9,B003228,FX mismatch between custodian and OMS for AVGO on 2025-05-11; expected 405 got 654.
BRK702ddea3,B004312,"Settlement fail on BAC; reason: SSI rejected, requires updated BIC/SWIFT."
BRK38404270,B004321,FX mismatch between custodian and OMS for ABNB on 2025-04-13; expected 115 got 393.
BRKa234c106,B004189,Corporate action cash dividend missing for BP; record date 2025-03-24.
BRK369fbbde,B003190,"Settlement fail on DIS; reason: SSI rejected, requires updated BIC/SWIFT."
BRK685d7dad,B003234,Corporate action cash dividend missing for T; record date 2025-08-26.
BRKc1f070d8,B003087,"Settlement fail on AMD; reason: SSI rejected, requires updated BIC/SWIFT."
BRKb6c188c3,B003064,"Trade not affirmed by counterparty; venue EUREX, orderId 74f38135, partial fill discrepancy."
BRK9d193592,B003307,Instrument mapping issue: ISIN/SEDOL mismatch for ABNB; refer static data.
BRK7cf8ff67,B003612,Duplicate booking suspected for LLY; two fills with same timestamp.
BRK209fb55c,B004352,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK6dab1419,B004351,Corporate action cash dividend missing for PYPL; record date 2025-06-14.
BRK307e4124,B004292,"Trade not affirmed by counterparty; venue NYSE, orderId 46d9054d, partial fill discrepancy."
BRK151854ef,B003866,"Trade not affirmed by counterparty; venue EUREX, orderId 94dca222, partial fill discrepancy."
BRK496a1882,B003225,Instrument mapping issue: ISIN/SEDOL mismatch for MA; refer static data.
BRK38630535,B004141,Corporate action cash dividend missing for GOOGL; record date 2025-04-26.
BRK4b07c53a,B004279,FX mismatch between custodian and OMS for BRK.B on 2025-05-15; expected 660 got 780.
BRK0d0fbf4e,B003862,Price variance over tolerance for PG; OMS 387.78 vs custodian 380.64.
BRKd19111e8,B003667,Instrument mapping issue: ISIN/SEDOL mismatch for COST; refer static data.
BRK8e4b669e,B004314,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKfe3613eb,B003365,Corporate action cash dividend missing for AAPL; record date 2025-06-25.
BRKbcbf39c9,B003440,FX mismatch between custodian and OMS for AVGO on 2025-04-09; expected 609 got 97.
BRK54b8b090,B003456,"Settlement fail on NKE; reason: SSI rejected, requires updated BIC/SWIFT."
BRK94f5a4f0,B003545,Instrument mapping issue: ISIN/SEDOL mismatch for SQ; refer static data.
BRK32d19bf5,B003511,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK879c7e0d,B003496,Corporate action cash dividend missing for NFLX; record date 2025-06-19.
BRK0e62d641,B003086,"Settlement fail on CSCO; reason: SSI rejected, requires updated BIC/SWIFT."
BRK3b608bf8,B003523,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK4ef14a6c,B004391,Instrument mapping issue: ISIN/SEDOL mismatch for MSFT; refer static data.
BRK70f91b17,B004044,"Trade not affirmed by counterparty; venue BATS, orderId 6280bfd3, partial fill discrepancy."
BRK538164f7,B003925,Duplicate booking suspected for VZ; two fills with same timestamp.
BRK34e3e141,B003841,Corporate action cash dividend missing for V; record date 2025-07-20.
BRKd6e2c080,B003780,Instrument mapping issue: ISIN/SEDOL mismatch for INTC; refer static data.
BRK1cd5904b,B003264,Price variance over tolerance for ADBE; OMS 166.3 vs custodian 164.04.
BRK64981f97,B004365,Corporate action cash dividend missing for LIN; record date 2025-07-26.
BRK2161e1ca,B003380,Instrument mapping issue: ISIN/SEDOL mismatch for SPY; refer static data.
BRK66532e58,B004154,FX mismatch between custodian and OMS for IVV on 2025-08-07; expected 403 got 431.
BRK192778ea,B003148,Instrument mapping issue: ISIN/SEDOL mismatch for NKE; refer static data.
BRK317ca4ae,B003772,Corporate action cash dividend missing for IVV; record date 2025-04-10.
BRKe0ba170a,B004122,Duplicate booking suspected for JNJ; two fills with same timestamp.
BRK72b3fe34,B003818,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK859c6981,B004251,Instrument mapping issue: ISIN/SEDOL mismatch for HD; refer static data.
BRK908ea9b9,B003505,Corporate action cash dividend missing for WMT; record date 2025-04-27.
BRKe4edf993,B004245,"Trade not affirmed by counterparty; venue BATS, orderId e40cca36, partial fill discrepancy."
BRK6eea582e,B004081,"Trade not affirmed by counterparty; venue EUREX, orderId 764bb275, partial fill discrepancy."
BRK8f5de6ee,B003020,"Trade not affirmed by counterparty; venue NYSE, orderId eaa0d98d, partial fill discrepancy."
BRKc042a0af,B004336,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK159eadf3,B004263,Price variance over tolerance for GLD; OMS 63.42 vs custodian 63.05.
BRK51d0b6b8,B003069,"Trade not affirmed by counterparty; venue NYSE, orderId ecf76b44, partial fill discrepancy."
BRKe3931682,B003034,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK974dc80a,B003962,Instrument mapping issue: ISIN/SEDOL mismatch for JPM; refer static data.
BRK7d2ec5a6,B003608,Corporate action cash dividend missing for MA; record date 2025-03-22.
BRK089b5800,B003674,Corporate action cash dividend missing for IVV; record date 2025-03-26.
BRKa2e1e8c1,B003478,FX mismatch between custodian and OMS for DIS on 2025-07-11; expected 593 got 959.
BRK6a8424a0,B003873,"Trade not affirmed by counterparty; venue LSE, orderId 8b38b0fe, partial fill discrepancy."
BRK79e21f76,B004144,Instrument mapping issue: ISIN/SEDOL mismatch for LIN; refer static data.
BRK686c688c,B004116,Duplicate booking suspected for BP; two fills with same timestamp.
BRK18d395e8,B003008,Duplicate booking suspected for NVDA; two fills with same timestamp.
BRK43a14f27,B003918,Instrument mapping issue: ISIN/SEDOL mismatch for IVV; refer static data.
BRK5fca8f43,B003881,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKc5175005,B003013,Price variance over tolerance for KO; OMS 181.39 vs custodian 182.96.
BRK45bbd467,B004455,"Settlement fail on MA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK96b49842,B003987,Duplicate booking suspected for IWM; two fills with same timestamp.
BRKff2289a1,B003026,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRKdf8b56ee,B003150,FX mismatch between custodian and OMS for VZ on 2025-06-11; expected 241 got 434.
BRKcbc7e4f0,B004178,Corporate action cash dividend missing for BND; record date 2025-03-23.
BRK6aeafb92,B004423,"Trade not affirmed by counterparty; venue BATS, orderId d318ebda, partial fill discrepancy."
BRK4bbc6ace,B003991,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK0854dd31,B004498,Price variance over tolerance for HD; OMS 335.03 vs custodian 326.15.
BRK188c1b8d,B003586,FX mismatch between custodian and OMS for UBER on 2025-04-06; expected 808 got 282.
BRKb903b83b,B003883,Instrument mapping issue: ISIN/SEDOL mismatch for MSFT; refer static data.
BRK42661565,B003645,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK57de4a77,B004245,FX mismatch between custodian and OMS for META on 2025-05-11; expected 950 got 709.
BRK760b65bd,B003731,"Settlement fail on NVDA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK9814aa34,B004102,"Trade not affirmed by counterparty; venue EUREX, orderId b23a46ff, partial fill discrepancy."
BRK7c277525,B003394,"Trade not affirmed by counterparty; venue LSE, orderId ab08376a, partial fill discrepancy."
BRK32f8074b,B004042,Duplicate booking suspected for AAPL; two fills with same timestamp.
BRK0fb2276e,B004492,Duplicate booking suspected for SLV; two fills with same timestamp.
BRKa5396d74,B003533,Instrument mapping issue: ISIN/SEDOL mismatch for BAC; refer static data.
BRKea159bb3,B004233,Instrument mapping issue: ISIN/SEDOL mismatch for IWM; refer static data.
BRK9aeb4e0d,B003968,Price variance over tolerance for AAPL; OMS 170.48 vs custodian 171.77.
BRK2f8d64d6,B003025,Duplicate booking suspected for EEM; two fills with same timestamp.
BRK42f5a6ad,B004105,"Settlement fail on BAC; reason: SSI rejected, requires updated BIC/SWIFT."
BRK927a36e8,B003306,FX mismatch between custodian and OMS for HD on 2025-08-19; expected 707 got 219.
BRK78acc448,B003783,FX mismatch between custodian and OMS for INTC on 2025-07-29; expected 254 got 531.
BRKc906d095,B004114,Price variance over tolerance for UBER; OMS 344.33 vs custodian 344.05.
BRKe5d79e69,B004351,FX mismatch between custodian and OMS for AMD on 2025-04-25; expected 165 got 406.
BRK908dd5eb,B003322,Duplicate booking suspected for SPY; two fills with same timestamp.
BRK01ae92d9,B003578,"Settlement fail on EFA; reason: SSI rejected, requires updated BIC/SWIFT."
BRK4c96e92d,B003701,Corporate action cash dividend missing for GLD; record date 2025-05-25.
BRK0c94281b,B004238,Price variance over tolerance for NKE; OMS 246.06 vs custodian 249.07.
BRKe6e23e27,B004038,Instrument mapping issue: ISIN/SEDOL mismatch for LIN; refer static data.
BRKb59313de,B004474,Custody cash movement posted but trade absent; investigate unmatched cash entry.
BRK4fedcc10,B003084,"Trade not affirmed by counterparty; venue LSE, orderId 9733f2bf, partial fill discrepancy."
BRK4059153a,B003455,"Settlement fail on NVDA; reason: SSI rejected, requires updated BIC/SWIFT."
BRKefe78b9e,B003798,"Trade not affirmed by counterparty; venue LSE, orderId f1cfb1a5, partial fill discrepancy."
BRK5a74ed66,B004133,FX mismatch between custodian and OMS for DIS on 2025-04-18; expected 361 got 171.
BRKf07ac6a9,B003493,"Trade not affirmed by counterparty; venue EUREX, orderId 4892810c, partial fill discrepancy."
BRKe9146c06,B003066,Corporate action cash dividend missing for PFE; record date 2025-05-15.
BRK760830ed,B003462,FX mismatch between custodian and OMS for SPY on 2025-05-11; expected 497 got 493.
BRKd5b4f867,B003744,Price variance over tolerance for EEM; OMS 159.21 vs custodian 160.63.
BRKa301b1fd,B004089,Corporate action cash dividend missing for TLT; record date 2025-03-19.
BRK84e69641,B003163,Price variance over tolerance for AMD; OMS 479.38 vs custodian 473.72.
BRK0a15d375,B004264,"Settlement fail on SQ; reason: SSI rejected, requires updated BIC/SWIFT."
BRKf11a98d4,B003995,Instrument mapping issue: ISIN/SEDOL mismatch for COST; refer static data.
BRK7fd6fbaf,B003368,Instrument mapping issue: ISIN/SEDOL mismatch for JNJ; refer static data.
BRK880fb610,B003475,Instrument mapping issue: ISIN/SEDOL mismatch for AAPL; refer static data.
BRK489b9d94,B003616,Duplicate booking suspected for MSFT; two fills with same timestamp.
BRK0ef89281,B003918,Instrument mapping issue: ISIN/SEDOL mismatch for AAPL; refer static data.
BRKbec85c35,B003677,Instrument mapping issue: ISIN/SEDOL mismatch for SHEL; refer static data.
BRK99bd2942,B003810,FX mismatch between custodian and OMS for JNJ on 2025-05-20; expected 389 got 50.
BRKe325498b,B004496,"Trade not affirmed by counterparty; venue EUREX, orderId 743dd88b, partial fill discrepancy."
BRKe838cfe1,B003544,"Trade not affirmed by counterparty; venue NASDAQ, orderId d9c6d47e, partial fill discrepancy."
BRKd24dacdc,B004201,"Trade not affirmed by counterparty; venue NASDAQ, orderId ef9a3a4f, partial fill discrepancy."
BRKe2a7e004,B004308,Duplicate booking suspected for MSFT; two fills with same timestamp.
BRK87dde1cb,B003537,"Settlement fail on DIS; reason: SSI rejected, requires updated BIC/SWIFT."
BRK2d763693,B003759,Duplicate booking suspected for SQ; two fills with same timestamp.
BRK6ded7b3c,B004176,Instrument mapping issue: ISIN/SEDOL mismatch for QQQ; refer static data.
BRK9aa6c471,B004467,FX mismatch between custodian and OMS for SHOP on 2025-05-21; expected 146 got 888.
BRK69abbdb9,B003714,Price variance over tolerance for BP; OMS 162.04 vs custodian 162.23.
